# Intel microcode versions: CPUID, microcode version, release date.
# Official source: https://downloadcenter.intel.com/download/27337/Linux-Processor-Microcode-Data-File?v=t
#
# From a live Linux system:
#   bsdtar -Oxf /boot/intel-ucode.img | iucode_tool -tb -l - | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | column -t
#
# From https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files:
#   find Intel-Linux-Processor-Microcode-Data-Files-microcode* -type f -exec iucode_tool -tb -l {} \; 2> /dev/null | grep -v -e '^microcode bundle ' -e '^selected microcodes:' | sed 's/^\s*\S*: sig \(0x[0-9a-f]\+\), pf_mask 0x[0-9a-f]\+, \([0-9-]\+\), rev \(0x[0-9a-f]\+\), size \S\+$/\1 \3 \2/' | LANG=C sort | column -t

0x00000611  0x0b27      1996-12-18
0x000806a1  0x002d      2021-09-02
0x000806a1  0x0031      2022-03-26
0x000806c1  0x0068      2020-10-02
0x000806c1  0x0088      2021-03-31
0x000806c1  0x009a      2021-08-06
0x000806c1  0x00a4      2022-02-01
0x000806c1  0x00a6      2022-06-28
0x000806c2  0x0016      2021-04-07
0x000806c2  0x0022      2021-07-16
0x000806c2  0x0026      2021-12-07
0x000806c2  0x0028      2022-03-19
0x000806d1  0x002c      2021-04-23
0x000806d1  0x003c      2021-07-16
0x000806d1  0x003e      2021-12-07
0x000806d1  0x0040      2022-03-28
0x000806d1  0x0042      2022-06-28
0x000806e9  0x0062      2017-04-27
0x000806e9  0x0080      2018-01-04
0x000806e9  0x0084      2018-01-21
0x000806e9  0x008e      2018-03-24
0x000806e9  0x009a      2018-07-16
0x000806e9  0x009e      2018-10-18
0x000806e9  0x00b4      2019-04-01
0x000806e9  0x00c6      2019-08-14
0x000806e9  0x00ca      2019-09-26
0x000806e9  0x00ca      2019-10-15
0x000806e9  0x00d6      2020-04-27
0x000806e9  0x00de      2020-05-27
0x000806e9  0x00ea      2021-01-05
0x000806e9  0x00f0      2021-11-12
0x000806ea  0x0066      2017-05-23
0x000806ea  0x0070      2017-08-03
0x000806ea  0x0080      2018-01-04
0x000806ea  0x0084      2018-01-21
0x000806ea  0x0096      2018-05-15
0x000806ea  0x009e      2018-10-18
0x000806ea  0x00b4      2019-04-01
0x000806ea  0x00c6      2019-08-14
0x000806ea  0x00ca      2019-10-03
0x000806ea  0x00d6      2020-04-27
0x000806ea  0x00e0      2020-06-17
0x000806ea  0x00ea      2021-01-06
0x000806ea  0x00ec      2021-04-28
0x000806ea  0x00f0      2021-11-12
0x000806eb  0x00a4      2018-10-25
0x000806eb  0x00b8      2019-03-30
0x000806eb  0x00c6      2019-08-14
0x000806eb  0x00ca      2019-10-03
0x000806eb  0x00d6      2020-04-27
0x000806eb  0x00de      2020-06-03
0x000806eb  0x00ea      2021-01-05
0x000806eb  0x00ec      2021-04-28
0x000806eb  0x00f0      2021-11-15
0x000806ec  0x00b2      2019-02-12
0x000806ec  0x00b8      2019-03-30
0x000806ec  0x00c6      2019-08-14
0x000806ec  0x00ca      2019-10-03
0x000806ec  0x00d6      2020-04-23
0x000806ec  0x00de      2020-05-18
0x000806ec  0x00ea      2021-01-05
0x000806ec  0x00ec      2021-04-28
0x000806ec  0x00f0      2021-11-17
0x000806ec  0x00f4      2022-07-31
0x00090661  0x0011      2021-02-04
0x00090661  0x0015      2021-09-21
0x00090661  0x0016      2022-02-03
0x00090661  0x0017      2022-07-15
0x00090672  0x001f      2022-03-03
0x00090672  0x0022      2022-06-07
0x00090672  0x0026      2022-09-19
0x00090675  0x001f      2022-03-03
0x00090675  0x0022      2022-06-07
0x00090675  0x0026      2022-09-19
0x000906a3  0x041c      2022-03-24
0x000906a3  0x0421      2022-06-15
0x000906a3  0x0424      2022-09-19
0x000906a4  0x041c      2022-03-24
0x000906a4  0x0421      2022-06-15
0x000906a4  0x0424      2022-09-19
0x000906c0  0x001d      2021-03-23
0x000906c0  0x2400001f  2021-08-09
0x000906c0  0x24000023  2022-02-19
0x000906e9  0x005e      2017-04-06
0x000906e9  0x0080      2018-01-04
0x000906e9  0x0084      2018-01-21
0x000906e9  0x008e      2018-03-24
0x000906e9  0x009a      2018-07-16
0x000906e9  0x00b4      2019-04-01
0x000906e9  0x00c6      2019-08-14
0x000906e9  0x00ca      2019-10-03
0x000906e9  0x00d6      2020-04-23
0x000906e9  0x00de      2020-05-26
0x000906e9  0x00ea      2021-01-05
0x000906e9  0x00ec      2021-04-29
0x000906e9  0x00f0      2021-11-12
0x000906ea  0x0070      2017-08-23
0x000906ea  0x0080      2018-01-04
0x000906ea  0x0084      2018-01-21
0x000906ea  0x0096      2018-05-02
0x000906ea  0x00aa      2018-12-12
0x000906ea  0x00b4      2019-04-01
0x000906ea  0x00c6      2019-08-14
0x000906ea  0x00ca      2019-10-03
0x000906ea  0x00d6      2020-04-27
0x000906ea  0x00de      2020-05-25
0x000906ea  0x00ea      2021-01-05
0x000906ea  0x00ec      2021-04-28
0x000906ea  0x00f0      2021-11-15
0x000906eb  0x0072      2017-09-20
0x000906eb  0x0080      2018-01-04
0x000906eb  0x0084      2018-01-21
0x000906eb  0x008e      2018-03-24
0x000906eb  0x00aa      2018-12-12
0x000906eb  0x00b4      2019-04-01
0x000906eb  0x00c6      2019-08-14
0x000906eb  0x00ca      2019-10-03
0x000906eb  0x00d6      2020-04-23
0x000906eb  0x00de      2020-05-25
0x000906eb  0x00ea      2021-01-05
0x000906eb  0x00ec      2021-04-28
0x000906eb  0x00f0      2021-11-12
0x000906ec  0x00a2      2018-09-29
0x000906ec  0x00ae      2019-02-14
0x000906ec  0x00c6      2019-08-14
0x000906ec  0x00ca      2019-10-03
0x000906ec  0x00d6      2020-04-27
0x000906ec  0x00de      2020-06-03
0x000906ec  0x00ea      2021-01-05
0x000906ec  0x00ec      2021-04-28
0x000906ec  0x00f0      2021-11-15
0x000906ed  0x00b0      2019-02-04
0x000906ed  0x00b8      2019-03-17
0x000906ed  0x00c6      2019-08-14
0x000906ed  0x00ca      2019-10-03
0x000906ed  0x00d6      2020-04-23
0x000906ed  0x00de      2020-05-24
0x000906ed  0x00ea      2021-01-05
0x000906ed  0x00ec      2021-04-28
0x000906ed  0x00f0      2021-11-16
0x000906ed  0x00f4      2022-07-31
0x000a0652  0x00e0      2020-07-08
0x000a0652  0x00ea      2021-02-07
0x000a0652  0x00ec      2021-04-28
0x000a0652  0x00f0      2021-11-16
0x000a0652  0x00f4      2022-07-31
0x000a0653  0x00e0      2020-07-08
0x000a0653  0x00ea      2021-03-08
0x000a0653  0x00ec      2021-04-28
0x000a0653  0x00f0      2021-11-15
0x000a0653  0x00f4      2022-07-31
0x000a0655  0x00e0      2020-07-08
0x000a0655  0x00ec      2021-03-08
0x000a0655  0x00ee      2021-04-28
0x000a0655  0x00f0      2021-11-16
0x000a0655  0x00f4      2022-07-31
0x000a0660  0x00c6      2019-08-27
0x000a0660  0x00ca      2019-10-03
0x000a0660  0x00e0      2020-07-08
0x000a0660  0x00e8      2020-12-08
0x000a0660  0x00ea      2021-04-28
0x000a0660  0x00f0      2021-11-15
0x000a0660  0x00f4      2022-07-31
0x000a0661  0x00e0      2020-07-02
0x000a0661  0x00ea      2021-02-07
0x000a0661  0x00ec      2021-04-29
0x000a0661  0x00f0      2021-11-16
0x000a0661  0x00f4      2022-07-31
0x000a0671  0x0040      2021-04-11
0x000a0671  0x0050      2021-08-29
0x000a0671  0x0053      2022-03-09
0x000a0671  0x0054      2022-03-17
0x000a0671  0x0056      2022-08-02
0x000b0671  0x010e      2022-09-07
0x000b06f2  0x001f      2022-03-03
0x000b06f2  0x0022      2022-06-07
0x000b06f2  0x0026      2022-09-19
0x000b06f5  0x001f      2022-03-03
0x000b06f5  0x0022      2022-06-07
0x000b06f5  0x0026      2022-09-19
